,lon,lat
1,-73.832319,40.8465581
2,-73.9889856,40.7552137
3,-74.0023751,40.6067505
4,-73.7013494,42.7311508
5,-73.804332,40.7562798
6,-81.0992703,32.0406882
7,-73.9209968,40.7450301
8,-73.8637812,40.8767291
9,-74.0058106,40.735066
10,-73.9363233,40.736208
11,-87.3397382,41.5367789
12,-73.9587141,40.7171308
13,-74.1228656,40.6132965
14,-73.9173226,40.8342908
15,-73.9944395,40.7181579
16,-73.9462467,40.6811343
17,-73.9170376,40.8788279
18,-73.9156998,40.7626109
19,-73.9369127,40.6687162
20,-73.9939538,40.6812717
21,-73.9940567,40.727229
22,-73.9210417,40.8668387
23,-73.9792113,40.7814331
24,-73.9743516,40.7919408
25,-98.4747748,38.5218315
26,-74.193654,40.539886
27,-73.9610072,40.8065685
28,-73.7868794,40.7636386
29,-73.8567074,40.7174831
30,-74.0085356,40.7480678
31,-73.9184228,40.8464326
32,-73.929217,40.618567
33,-75.9279244,40.3338998
34,-73.9465966,40.7802574
35,-80.3890978,27.6411179
36,-73.990759,40.7175131
37,-73.8830989,40.8379329
38,-77.79707,43.091498
39,-73.990219,40.718826
40,-73.9589763,40.7806345
41,-73.9869603,40.6397202
42,-73.9904661,40.7155643
43,-73.7958416,40.7072905
44,-73.9888296,40.7591212
45,-74.0079954,40.7051404
46,-96.0430989,41.2308988
47,-74.1629434,40.5446356
48,-73.745218,40.678038
49,-73.887994,40.837693
50,-73.8107521,40.7313279
51,-73.8745238,40.7488236
52,-118.1915719,33.7717079
53,-74.1481845,40.6243659
54,-84.509676,39.1062606
55,-73.9559829,40.6815381
56,-73.9122668,40.6991957
57,-73.9143647,40.8151066
58,-73.8425364,40.8493385
59,-73.9829537,40.7605607
60,-94.5917234,38.9940583
61,-73.8824881,40.7561577
62,-73.96335,40.7105502
63,-73.9129265,40.8386649
64,-74.0331186,40.619268
65,-74.1139822,40.6292018
66,-73.9633708,40.7623719
67,-73.9260653,40.8631039
68,-73.9737429,40.7482296
69,-73.9251935,40.861827
70,-74.00491,40.639378
71,-73.920497,40.7662657
72,-73.9880256,40.7652619
73,-73.8725994,40.6837332
74,-73.9511767,40.7748041
75,-73.8917837,40.8642578
76,-71.423698,41.8346248
77,-73.9941622,40.7461549
78,-74.0085655,40.7136776
79,-73.9553624,40.8204466
80,-73.9225399,40.7530139
81,-73.9419752,40.6801601
82,-73.8969212,40.8165418
83,-73.895574,40.7328044
84,-73.7655268,40.6816601
85,-73.9207367,40.7544896
86,-70.6676133,41.958288
87,-73.8981918,40.8669953
88,-89.8652147,30.7821017
89,-74.0011515,40.7257961
90,-73.7118561,40.7367869
91,-73.88966,40.6578522
92,-73.9832469,40.7308591
93,-73.9480007,40.7834523
94,-80.2828871,25.8407577
95,-73.9696273,40.7580347
96,-74.0004938,40.718724
97,-73.9777436,40.7457678
98,-73.9759783,40.7858336
99,-73.959599,40.655949
100,-73.8978264,40.9052874
101,-73.9275346,40.6566726
102,-74.1245886,40.6316391
103,-73.951628,40.7237217
104,-73.9495935,40.7139248
105,-73.831461,40.706283
106,-73.8148918,40.7620515
107,-73.9830072,40.7422627
108,-74.1696294,40.5770016
109,-73.9414655,40.6178264
110,-73.9978202,40.7152074
111,-74.0063875,40.7318541
112,-73.7831254,40.8386404
113,-73.7912296,40.7261295
114,-73.8775621,40.7131043
115,-73.967978,40.6792487
116,-73.9919854,40.7491287
117,-73.8637843,40.7574466
118,-73.9979726,40.7183294
119,-73.815284,40.729916
120,-73.9472766,40.5775386
121,-73.8497782,40.9050431
122,-73.9858115,40.7276819
123,-73.7932608,40.673836
124,-73.89528,40.7123104
125,-73.9133542,40.7629663
126,-73.9625052,40.7668083
127,-73.9388643,40.8475419
128,-96.155924,32.735815
129,-73.8047658,40.7559818
130,-74.011544,40.706108
131,-73.9500062,40.7867285
132,-73.9735141,40.7901608
133,-73.7781391,40.6413111
134,-73.9798129,40.5757419
135,-73.9960282,40.7390255
136,-73.8326116,40.7159258
137,-73.9796373,40.7225684
138,-73.9596269,40.687632
139,-82.6678494,38.4913314
140,-73.8747611,40.7353074
141,-73.815453,40.689328
142,-96.1350202,34.3746945
143,-73.8692656,40.8346513
144,-73.8300877,40.8441572
145,-86.1544444,39.8541417
146,-73.8240582,40.8287
147,-79.3516915,37.7433719
148,-73.9845137,40.7597606
149,-73.8866261,40.6539376
150,-73.8312453,40.7007598
151,-73.9993408,40.7298997
152,-73.913121,40.70038
153,-71.371141,41.8190176
154,-73.9903841,40.6002169
155,-73.9609879,40.778213
156,-73.9395929,40.7510523
157,-73.9077937,40.8362208
158,-73.9739303,40.7436256
159,-73.9677686,40.7666929
160,-73.9246334,40.7395416
161,-74.0113803,40.6333497
162,-73.990415,40.71985
163,-73.9853325,40.7216872
164,-73.9424413,40.7043878
165,-73.804259,40.762147
166,-74.0054553,40.7156648
167,-73.9210518,40.7559705
168,-73.9812369,40.740878
169,-73.9865257,40.763468
170,-73.957097,40.672215
171,-73.8344941,40.8380223
172,-73.7760837,40.6782006
173,-73.8551958,40.8356997
174,-89.7954598,30.2272348
175,-73.9031161,40.7457287
176,-73.9549479,40.7961314
177,-73.9978322,40.5985843
178,-74.0305285,40.6251609
179,-73.9560095,40.6477533
180,-73.8310924,40.8476756
181,-73.7967046,40.7421062
182,-73.9424435,40.7468029
183,-84.6036051,43.4078804
184,-87.6286917,41.7636204
185,-73.9257715,40.652423
186,-74.0007368,40.7299987
187,-73.9246645,40.81222
188,-73.9480495,40.6398755
189,-73.9785504,40.604762
190,-73.9925795,40.7308572
191,-73.9847682,40.7523955
192,-73.9537455,40.775547
193,-73.768428,40.759313
194,-73.9719843,40.7934623
195,-92.0579764,43.97193
196,-118.2466815,34.0500687
197,-97.3830023,41.4385901
198,-73.8098867,40.7569052
199,-73.9973581,40.6746533
200,-73.953694,40.7429739
201,-73.8227612,40.7649941
202,-73.9691467,40.764497
203,-73.8732772,40.878589
