"","lon","lat"
"1",-74.1212046,40.6052422
"2",-73.991352,40.670658
"3",-73.8892979,40.8078717
"4",-73.9489093,40.6510046
"5",-73.8490534,40.7244
"6",-74.0024278,40.707572
"7",-73.9895414,40.7544
"8",-73.9895261,40.7507917
"9",-73.9584313,40.7084107
"10",-73.9450847,40.7920063
"11",-73.9042441,40.8461493
"12",-73.9414542,40.7120882
"13",-73.9160728,40.7025643
"14",-73.8991511,40.8561745
"15",-73.9430658,40.8359862
"16",-73.816047,40.7863526
"17",-73.9875815,40.6679562
"18",-73.9990244,40.7151647
"19",-73.98109,40.5759033
"20",-73.8963411,40.7004781
"21",-73.993832,40.664853
"22",-73.904128,40.70931
"23",-73.9957765,40.7494813
"24",-73.9829934,40.7579008
"25",-73.8339005,40.6834301
"26",-73.9335491,40.6699639
"27",-73.979546,40.7814852
"28",-74.011751,40.7156001
"29",-73.9509141,40.7611092
"30",-73.8057124,40.7207932
"31",-73.9869043,40.7471282
"32",-73.9895397,40.7166856
"33",-73.9808055,40.6148032
"34",-73.8306391,40.7618767
"35",-73.9240135,40.744138
"36",-73.993616,40.7464
"37",-73.9384746,40.847526
"38",-73.9771344,40.7638335
"39",-73.9831015,40.7228305
"40",-73.9379462,40.85067
"41",-73.9846486,40.727137
"42",-73.9915231,40.7524946
"43",-73.9880178,40.7195321
"44",NA,NA
"45",-73.9798864,40.5731668
"46",-73.7781391,40.6413111
"47",-74.0017145,40.7257072
"48",-73.9921759,40.7554779
"49",-74.0071381,40.7405525
"50",-73.9229273,40.7432375
"51",-74.0046142,40.7081806
"52",-73.8992435,40.8676981
"53",-73.9803034,40.7800722
"54",-73.9138534,40.7820884
"55",-73.9155682,40.7572483
"56",-74.0082925,40.7124491
"57",-73.8928346,40.7277324
"58",-73.953602,40.6741284
"59",-73.9910954,40.7650398
"60",-73.9250603,40.7689142
"61",-73.862142,40.747122
"62",-74.0111513,40.6293603
"63",-73.9028828,40.8461121
"64",-73.9963569,40.7109729
"65",-73.9588816,40.783001
"66",-73.8311667,40.7057193
"67",-73.9580679,40.7654583
"68",-73.869003,40.748988
"69",-74.066976,40.598125
"70",-73.9562856,40.7139315
"71",-73.9787783,40.7237208
"72",-73.981051,40.7290824
"73",-73.962791,40.688309
"74",-73.9030705,40.8156615
"75",-74.0017685,40.6564917
"76",-74.0056207,40.7213581
"77",-73.9917527,40.6914494
"78",-73.9768144,40.6255474
"79",-73.9884906,40.7237699
"80",-73.9522114,40.7235525
"81",-73.9516112,40.782597
"82",-73.8013759,40.7605629
"83",-74.0018491,40.7242595
"84",-73.8986277,40.7088804
"85",-73.8624018,40.7494228
"86",-73.7870946,40.8496357
"87",-74.0011966,40.7191558
"88",-73.9936124,40.7312238
"89",-73.9725619,40.6091067
"90",-73.9907951,40.7143766
"91",-73.908272,40.774101
"92",-73.967425,40.6736442
"93",-74.0074282,40.7285513
"94",-73.8609995,40.7478167
"95",-73.9404254,40.7981299
"96",-73.9778694,40.6805674
"97",-73.9831409,40.6725753
"98",-73.9916129,40.7336366
"99",-73.9423125,40.6709377
"100",-73.9626588,40.6348455
"101",-73.7100057,40.7374734
"102",-73.9881689,40.6936866
"103",-74.008371,40.7328638
"104",-73.9768246,40.68128
"105",-73.7781391,40.6413111
"106",-74.0040084,40.7195153
"107",-74.0006157,40.6761007
"108",-73.987724,40.7710018
