"","lon","lat"
"1",-73.9969688,40.7427361
"2",-73.860238,40.747651
"3",-73.878776,40.674202
"4",-73.8789178,40.8339586
"5",-73.9493468,40.7174835
"6",-73.986403,40.6932169
"7",-73.9056545,40.8773511
"8",-73.9615235,40.6062822
"9",-74.0057397,40.6384649
"10",-73.8324138,40.7534118
"11",-73.9523696,40.5994752
"12",-73.864439,40.7264406
"13",-73.9877853,40.7459401
"14",-73.9628273,40.775867
"15",-74.0048493,40.7377582
"16",-74.0021981,40.7076831
"17",-74.006936,40.6210949
"18",-73.883225,40.7560027
"19",-73.986178,40.630093
"20",-73.9785485,40.670759
"21",-73.9773634,40.7596195
"22",-73.8391687,40.7190928
"23",-73.9646906,40.6937661
"24",-73.920497,40.7668248
"25",-73.7790434,40.778072
"26",-73.9318138,40.6176659
"27",-73.9941376,40.6809626
"28",-73.9573946,40.7218813
"29",-73.9454662,40.6512128
"30",-73.9013788,40.8476226
"31",-73.9928043,40.752599
"32",-74.0694045,40.6188366
"33",-73.9958064,40.6819722
"34",-73.995152,40.6023542
"35",-73.8610757,40.754105
"36",-73.7781391,40.6413111
"37",-73.9846892,40.7491101
"38",-73.9173531,40.6831042
"39",-73.978104,40.755387
"40",-73.8780856,40.886517
"41",-73.99244,40.666372
"42",-73.9540745,40.7304147
"43",-73.9451351,40.6551293
"44",-73.8584795,40.8630469
"45",-74.0059469,40.7208622
"46",-73.9776957,40.7457443
"47",-73.857328,40.684097
"48",-73.9521312,40.5880556
"49",-73.9900223,40.7521676
"50",-73.8707651,40.762473
"51",-73.941002,40.6841525
"52",-74.0290579,40.6290164
"53",-73.986698,40.759833
"54",-73.9701338,40.7573807
"55",-73.974175,40.7535058
"56",-74.0003085,40.7268513
"57",-74.0021676,40.6855617
"58",-73.9909992,40.7593327
"59",-73.9205495,40.7595616
"60",-73.9263162,40.7590411
"61",-73.9693442,40.6772884
"62",-73.8623473,40.8170873
"63",-73.9910278,40.7187753
"64",-73.9309481,40.6276227
"65",-73.9944618,40.7605343
"66",-73.9220986,40.6894735
"67",-73.9948075,40.7177612
"68",-73.9583809,40.6465475
"69",-73.9898399,40.7157468
"70",-73.7627061,40.6914614
"71",-73.8833916,40.8677737
"72",-73.9194763,40.807466
"73",-73.957488,40.70908
"74",-73.8551855,40.8598885
"75",-73.8986327,40.861424
"76",-74.0032172,40.7486115
"77",-73.9928975,40.7134463
"78",-73.770543,40.711307
"79",-73.919769,40.7391638
"80",-73.9189175,40.7435407
"81",-73.9874001,40.7650833
"82",-73.9041601,40.9056897
"83",-73.9510318,40.6621303
"84",-74.0343092,40.6125569
"85",-73.842575,40.852882
"86",-74.0085954,40.7457519
"87",-73.908809,40.777963
"88",-73.8554995,40.8552261
"89",-73.8741216,40.7225667
"90",-73.9559254,40.7781585
"91",-73.9801911,40.6821134
"92",-73.9568348,40.767093
"93",-74.0091064,40.7141526
"94",-73.9776087,40.671277
"95",-73.8309294,40.7082999
"96",-73.8665421,40.6755027
"97",-73.9959645,40.6306007
"98",-74.0039978,40.737397
"99",-73.991233,40.7608055
"100",-73.8210003,40.6803276
"101",-73.8829685,40.7560299
"102",-74.002141,40.7249134
"103",-73.9977658,40.6243556
"104",-73.9207967,40.8375195
"105",-74.0016722,40.7312056
"106",-74.0018842,40.7264709
"107",-73.8326848,40.7525152
"108",-73.863131,40.747256
"109",-74.0069627,40.7409764
"110",-73.736722,40.717733
"111",-73.8620244,40.8855285
"112",-74.0018267,40.727491
"113",-73.9816876,40.7250562
"114",-73.8724111,40.7079069
"115",-73.9499398,40.6523547
"116",-73.9881629,40.7543761
"117",-73.9427377,40.8116558
"118",-73.8995295,40.857757
"119",-73.975455,40.7509156
"120",-73.9180217,40.7672664
"121",-73.9883188,40.7330915
"122",-73.9764139,40.7620899
"123",-74.1011744,40.5893486
"124",-73.8091488,40.7039495
"125",-73.9991585,40.7372515
"126",-73.9874147,40.7022371
"127",-74.1033077,40.6310552
"128",-73.965159,40.626679
"129",-73.9759832,40.638079
"130",-74.0230573,40.6277543
"131",-74.0040068,40.7379545
"132",-73.992921,40.7206044
"133",-73.8956877,40.7370431
"134",-73.9655923,40.7541872
"135",-73.8969049,40.7069691
"136",-73.9070962,40.6974965
"137",-73.7511812,40.7064449
"138",-74.0080377,40.7349745
"139",-73.9352568,40.6972556
"140",-73.9754987,40.5778867
"141",-73.9941624,40.6683183
"142",-73.8279157,40.7658206
"143",-74.0114251,40.7115712
"144",-74.1218686,40.6087388
"145",-73.963134,40.6732865
"146",-73.9544474,40.7327398
"147",-74.1641057,40.5910841
"148",-74.0743585,40.6095283
"149",-73.9886841,40.6659722
"150",-73.9163727,40.702754
"151",-73.9270725,40.8365345
"152",-73.9049023,40.8774919
"153",-73.950633,40.671214
"154",-73.948424,40.8038822
"155",-73.7220845,40.7426586
"156",-73.9772981,40.758995
"157",-73.9775281,40.6810636
"158",-73.9863518,40.7605461
"159",-73.8987236,40.8620407
"160",-73.9459488,40.816859
"161",-73.9502378,40.6712865
"162",-73.9814562,40.7407337
"163",-73.850389,40.827751
"164",-74.0041317,40.7296464
"165",-73.950514,40.667032
"166",-73.7368011,40.768968
"167",-73.9803317,40.7563301
"168",-73.774163,40.6709
"169",-74.0096905,40.7046015
"170",-74.0304744,40.6183286
"171",-73.997238,40.737274
"172",-73.914272,40.7569379
"173",-74.1399683,40.6023713
"174",-73.9295833,40.7562767
"175",-73.901647,40.8543
"176",-73.9541386,40.743345
"177",-73.9867041,40.6920633
"178",-73.9630363,40.7577488
"179",-73.8991269,40.746499
"180",-73.9101757,40.8856276
"181",-73.903469,40.747084
"182",-73.796009,40.688696
"183",-74.1198324,40.6341871
"184",-73.9637057,40.7659217
"185",-73.9564476,40.7144341
"186",-73.7820071,40.777937
"187",-73.9635033,40.7179369
