"","address1","lon","lat"
"13360","1134 MADISON AVENUE 10028",-73.9598324,40.7798381
"13361","106 EAST   19 STREET 10003",-73.9874481,40.7372146
"13362","663 CONEY ISLAND AVENUE 11218",-73.969049,40.6412431
"13363","34 WHITE STREET 10013",-74.0045832,40.7188979
"13364","250 EAST BURNSIDE AVENUE 10457",-73.9026906,40.8515443
"13365","3434 FULTON STREET 11208",-73.868916,40.684344
"13366","3191 21 STREET 11106",-73.9312801,40.7652923
"13367","124 LUDLOW ST 10002",-73.9884113,40.7196523
"13368","315 WEST   54 STREET 10019",-73.9851034,40.765368
"13369","9835 METROPOLITAN AVE 11375",-73.8533256,40.7110839
"13370","1 BOUCK COURT 11223",-73.9727522,40.5888599
"13371","1 WORLD TRADE CTR 10007",-74.0133033,40.7121334
"13372","7 9 AVENUE 10014",-74.006657,40.739633
"13373","21 SOUTH END AVENUE 10280",-74.017826,40.7081823
"13374","500 W 30TH ST 10001",-74.0015759,40.7520507
"13375","29 CLINTON STREET 10002",-73.9845274,40.720397
"13376","185 SULLIVAN ST 10012",-74.0006612,40.7283483
"13377","210 EAST 51 STREET 10022",-73.9698286,40.7560559
"13378","305 WEST END AVENUE 10023",-73.9836541,40.7814875
"13379","1895 CONEY ISLAND AVE 11230",-73.9623258,40.6111291
"13380","942 FLATBUSH AVE 11226",-73.9585897,40.6484984
"13381","3406 31ST AVE 11106",-73.9208965,40.7629439
"13382","1384 BAY STREET 10305",-74.0631248,40.6097835
"13383","171 7 AVENUE 11215",-73.9772878,40.671776
"13384","375 BROOME ST 10013",-73.996398,40.7200707
"13385","127 E 23RD ST 10010",-73.98494,40.7398869
"13386","3311 BROADWAY 11106",-73.9231962,40.7611784
"13387","2387 WASHINGTON AVENUE 10458",-73.8916183,40.8575387
"13388","14720 JAMAICA AVE 11435",-73.8070647,40.7015661
"13389","731 LEXINGTON AVE 10022",-73.968,40.762
"13390","6010 KISSENA BLVD 11355",-73.8152941,40.7396513
"13391","1816 EAST GUNHILL ROAD 10469",-73.8332358,40.8632477
"13392","3405 AVENUE H 11210",-73.9434176,40.6320897
"13393","2658 BROADWAY 10025",-73.9692136,40.7976317
"13394","119 EAST   96 STREET 10128",-73.9515267,40.7864032
"13395","2932A AVENUE R 11229",-73.942891,40.607241
"13396","9218 4 AVENUE 11209",-74.0306069,40.6180063
"13397","16402 69 AVENUE 11365",-73.8047246,40.7328495
"13398","1480 WILLIAMSBRIDGE ROAD 10461",-73.845479,40.844184
"13399","38 AVENUE B 10009",-73.9830882,40.7228109
"13400","106 WEST   73 STREET 10023",-73.9788317,40.7781074
"13401","718 2 AVENUE 10016",-73.9735762,40.74754
"13402","145 DRIGGS AVENUE 11222",-73.9442996,40.7229085
"13403","1992 BROADWAY 10023",-73.9816591,40.7747833
"13404","50 WEST   22 STREET 10010",-73.9926271,40.7417252
"13405","158 EAST   23 STREET 10010",-73.9837782,40.7388422
"13406","145 BORINQUEN PLACE 11211",-73.9538474,40.7108827
"13407","9058 SUTPHIN BOULEVARD 11435",-73.808241,40.701275
"13408","189 BEDFORD AVENUE 11211",-73.9578707,40.7175673
"13409","22 BEAVER STREET 10004",-74.0122049,40.7048421
"13410","233 BROADWAY 10279",-74.0082925,40.7124491
"13411","1215 EAST GUN HILL ROAD 10469",-73.8519768,40.8730259
"13412","2953 GRAVESEND NECK ROAD 11229",-73.9418798,40.6001782
"13413","429 7 AVENUE 10001",-73.9906695,40.7504515
"13414","5802 5 AVENUE 11220",-74.0153372,40.6406624
"13415","265 1 AVENUE 10003",-73.9821222,40.7324094
"13416","194 ELIZABETH STREET 10012",-73.994306,40.7217095
"13417","20311 NORTHERN BOULEVARD 11361",-73.7797958,40.7578844
"13418","11204 QUEENS BOULEVARD 11375",-73.836848,40.7178695
"13419","7204 AUSTIN STREET 11375",-73.8425732,40.7191229
"13420","993 MORRIS AVENUE 10456",-73.9169455,40.8287088
"13421","8125 5TH AVE 11209",-74.024403,40.6242961
"13422","318 VAN BRUNT STREET 11231",-74.0110733,40.6791664
"13423","8219 153 AVENUE 11414",-73.8518088,40.6666923
"13424","240 KINGS HIGHWAY 11223",-73.9818137,40.6051761
"13425","25 SHERMAN AVE 10040",-73.928258,40.8624616
"13426","2929 AVENUE R 11229",-73.9428935,40.6076206
"13427","202 E 42ND ST 10017",-73.9742121,40.7504532
"13428","1068 RUTLAND RD 11212",-73.9241365,40.6637998
"13429","3220 BROADWAY 11106",-73.9240205,40.7611121
"13430","143 1 AVENUE 10003",-73.9852496,40.728143
"13431","5670 RIVERDALE AVENUE 10471",-73.9041189,40.9060386
"13432","173 BROADWAY 10010",-74.0101588,40.7100042
"13433","282 KINGS HWY 11223",-73.9802839,40.6049816
"13434","405 EAST   58 STREET 10022",-73.9618541,40.7589285
"13435","94 BAXTER STREET 10013",-73.9998923,40.7170858
"13436","639641 WEST   51 STREET 10019",-73.9870734,40.763524
"13437","600 MORRIS AVENUE 10451",-73.9219348,40.8185376
"13438","1223 BEDFORD AVE 11216",-73.95332,40.6815268
"13439","2158 8 AVENUE 10026",-73.9549467,40.8046486
"13440","7927 MAIN ST 11367",-73.8166776,40.7182983
"13441","13101 FOWLER AVE 11355",-73.8355829,40.7513702
"13442","5410 8 AVENUE 11220",-74.0065325,40.638729
"13443","12791281 WALTON AVENUE 10452",-73.9189135,40.8358134
"13444","8904 QUEENS BLVD 11373",-73.8746937,40.7344224
"13445","563 CONEY ISLAND AVENUE 11218",-73.9697874,40.6435382
"13446","1439A WEBSTER AVE 10456",-73.9070017,40.837283
"13447","18923 UNION TURNPIKE 11366",-73.7737426,40.7310716
"13448","768 FIFTH AVE 10019",-73.9743547,40.7646095
"13449","45 STONE STREET 10004",-74.0103648,40.7043378
"13450","12 EAST   32 STREET 10016",-73.9847617,40.7466013
"13451","3601 BOSTON ROAD 10466",-73.843308,40.8793577
"13452","3908 63RD ST 11377",-73.9009806,40.7464448
"13453","6008 7 AVENUE 11220",-74.0121955,40.6366382
"13454","27 E KINGSBRIDGE RD 10468",-73.8963339,40.8673139
"13455","5821 JUNCTION BLVD 11373",-73.8653887,40.7358047
"13456","2026 2ND AVE 10029",-73.9430154,40.7893878
"13457","128 MONTAGUE ST 11201",-73.994269,40.694547
"13458","26 E 64TH ST 10065",-73.9695821,40.7667004
"13459","4651 HYLAN BLVD 10312",-74.1616652,40.529491
"13460","2410 ARTHUR AVENUE 10458",-73.8870805,40.8557741
"13461","4315 FARRAGUT RD 11203",-73.9349559,40.6372195
"13462","247 W 30TH ST 10001",-73.9940649,40.7494185
"13463","4325 BOSTON RD 10466",-73.820622,40.89017
"13464","1151 TIFFANY AVENUE 10459",-73.8951173,40.8275791
"13465","155 YORK STREET 11201",-73.9845326,40.7015705
"13466","805 3RD AVE 10022",-73.9705679,40.7554239
"13467","851 LEXINGTON AVENUE 10065",-73.9654397,40.7655464
"13468","895 ANNADALE ROAD 10312",-74.1770445,40.5397312
"13469","3306 DITMARS BLVD 11105",-73.9095376,40.7750964
"13470","2366 86 STREET 11214",-73.990078,40.5994087
"13471","303 AMSTERDAM AVENUE 10023",-73.9803392,40.7800336
"13472","5685 RIVERDALE AVENUE 10471",-73.9044555,40.9066215
"13473","248 EAST   52 STREET 10022",-73.9681882,40.7561508
"13474","9427 5 AVENUE 11209",-74.0307515,40.6158426
"13475","72 EAST  161 STREET 10451",-73.9252404,40.8273059
"13476","1436 WILLIAMSBRIDGE ROAD 10461",-73.8447207,40.8431535
"13477","1872 VICTORY BOULEVARD 10314",-74.1263932,40.6126064
"13478","162 AVE B 10009",-73.9798746,40.7271404
"13479","721 8TH AVE 10036",-73.9884984,40.7595642
"13480","282 BOWERY 10012",-73.9929992,40.7239624
"13481","3926 WHITE PLAINS ROAD 10466",-73.8607959,40.8864159
"13482","9703 57TH AVE 11368",-73.8638338,40.7373906
"13483","140 NEW DORP LANE 10306",-74.1161102,40.5736399
"13484","3496 BROADWAY 10031",-73.9511763,40.8249069
"13485","296 5TH AVE 11215",-73.9827748,40.6737814
"13486","3532 JOHNSON AVENUE 10463",-73.9095025,40.8861885
"13487","2807 MERMAID AVE 11224",-73.994686,40.575766
"13488","10301 METROPOLITAN AVENUE 11375",-73.849684,40.710483
"13489","178 LINCOLN PLACE 11217",-73.9743509,40.6755467
"13490","49 GRAND CENTRAL TERMINAL 10017",-73.9771362,40.7526349
"13491","1 MESEROLE STREET 11206",-73.9501655,40.7076111
"13492","8614 PARSONS BLVD 11432",-73.8049749,40.7091521
"13493","6917 18 AVENUE 11204",-73.992642,40.616286
"13494","432 E 13TH ST 10009",-73.9818782,40.7299039
"13495","47 WEST   14 STREET 10011",-73.9957459,40.7371913
"13496","9017 130 STREET 11418",-73.82023,40.6984011
"13497","3525 FT HAMILTON PARKWAY 11218",-73.9877035,40.6445851
"13498","4906 43 AVENUE 11377",-73.9153367,40.7443454
"13499","16 EAST   58 STREET 10022",-73.972739,40.7630812
"13500","2672 BROADWAY 10025",-73.9687981,40.7982465
"13501","1049 SAINT NICHOLAS AVE 10032",-73.9403214,40.8367189
"13502","2583 STEINWAY STREET 11103",-73.9130935,40.7658249
"13503","2926 AVENUE S 11229",-73.9430681,40.6048424
"13504","164 9TH AVE 10011",-74.0027036,40.7446757
"13505","266 W 23RD ST 10011",-73.99826,40.7449136
"13506","288 ELIZABETH STREET 10012",-73.9931631,40.7246222
"13507","1429 3RD AVE 10028",-73.9562241,40.7753318
"13508","7316 NORTHERN BLVD 11372",-73.8931369,40.7544844
"13509","261 WEST   23 STREET 10011",-73.9975368,40.7451707
"13510","271 WEST  119 STREET 10026",-73.9532758,40.806208
"13511","5316 108TH ST 11368",-73.8545828,40.7421649
"13512","525 HUDSON STREET 10014",-74.0066538,40.734068
"13513","87 KENT STREET 11222",-73.9574369,40.7307067
"13514","421 2 AVENUE 10010",-73.9805403,40.7389145
"13515","60 MADISON AVENUE 10010",-73.9864073,40.7432981
"13516","388 UNION AVENUE 11211",-73.9510644,40.7120418
"13517","50 PINE STREET 10005",-74.0085984,40.7069068
"13518","183 STERLING PLACE 11238",-73.9716904,40.6765152
"13519","3562 76 STREET 11372",-73.8901964,40.7494545
"13520","120 CLAREMONT AVENUE 10027",-73.9614817,40.8123903
"13521","220 BOWERY 10012",-73.9937772,40.722007
"13522","9601 69 AVENUE 11375",-73.8523355,40.7170456
"13523","1761 CROSBY AVENUE 10461",-73.832319,40.8465581
"13524","223 W 40TH ST 10018",-73.9889856,40.7552137
"13525","1818 86 STREET 11214",-74.0023751,40.6067505
"13526","140142 2 AVENUE 10003",-73.9866816,40.729946
"13527","4501 162 STREET 11358",-73.804332,40.7562798
"13528","227 EAST   56 STREET 10022",-73.966832,40.7593142
"13529","4302 43RD AVE 11104",-73.9209968,40.7450301
"13530","751B E GUN HILL RD 10467",-73.8637812,40.8767291
"13531","550 HUDSON STREET 10014",-74.0058106,40.735066
"13532","5230 VAN DAM STREET 11101",-73.9363233,40.736208
"13533","252 WEST   45 STREET 10036",-73.9879687,40.7587209
"13534","206 BEDFORD AVENUE 11249",-73.9587141,40.7171308
"13535","1785 VICTORY BLVD 10314",-74.1228656,40.6132965
"13536","185 EAST  167 STREET 10456",-73.9173226,40.8342908
"13537","243 GRAND STREET 10002",-73.9944395,40.7181579
"13538","925B MARCY AVE 11216",-73.9462467,40.6811343
"13539","564 KAPPOCK STREET 10463",-73.9170376,40.8788279
"13540","2412 STEINWAY STREET 11103",-73.9156998,40.7626109
"13541","302 TROY AVE 11213",-73.9369127,40.6687162
"13542","311 SMITH STREET 11231",-73.9939538,40.6812717
"13543","9 GREAT JONES STREET 10012",-73.9940567,40.727229
"13544","584 W 207TH ST 10034",-73.9210417,40.8668387
"13545","349 AMSTERDAM AVE 10024",-73.9792113,40.7814331
"13546","2465 BROADWAY 10025",-73.9743516,40.7919408
"13547","135 AVENUE A 10009",-73.9830854,40.7270359
"13548","145 CARLYLE GREEN POOL 10312",-74.193654,40.539886
"13549","1135 AMSTERDAM AVE 10025",-73.9610072,40.8065685
"13550","3549 FRANCIS LEWIS BOULEVARD 11358",-73.7868794,40.7636386
"13551","7301 YELLOWSTONE BOULEVARD 11375",-73.8567074,40.7174831
"13552","0 CHELSEA PIERS - PIER 61 10011",-74.0096474,40.747623
"13553","103 FEATHERBED LANE 10452",-73.9184228,40.8464326
"13554","4714 AVENUE N 11234",-73.929217,40.618567
"13555","47 S 5TH ST 11249",-73.966419,40.712488
"13556","1762 FIRST AVENUE 10128",-73.9465966,40.7802574
"13557","2210 8 AVENUE 10026",-73.9535654,40.8063401
"13558","71 ORCHARD ST 10002",-73.990759,40.7175131
"13559","961 E 174TH ST 10460",-73.8830989,40.8379329
"13560","3702 UNION ST 11354",-73.8274664,40.7623278
"13561","77 DELANCEY STREET 10002",-73.990219,40.718826
"13562","1167 MADISON AVENUE 10028",-73.9589763,40.7806345
"13563","4011 13TH AVE 11218",-73.9869603,40.6397202
"13564","48 HESTER STREET 10002",-73.9904661,40.7155643
"13565","8915 165TH ST 11432",-73.7958416,40.7072905
"13566","709 8 AVENUE 10036",-73.9888296,40.7591212
"13567","75 WALL STREET 10005",-74.0079954,40.7051404
"13568","3259 84 STREET 11370",-73.883294,40.756156
"13569","4459 AMBOY RD 10312",-74.1629434,40.5446356
"13570","224-01 MERRICK BLVD 11413",-73.745218,40.678038
"13571","1767 SOUTHERN BLVD 10460",-73.887994,40.837693
"13572","7039 PARSONS BOULEVARD 11365",-73.8107521,40.7313279
"13573","9201 ROOSEVELT AVE 11372",-73.8745238,40.7488236
"13574","85 E 4TH ST 10003",-73.9898,40.726589
"13575","939 RICHMOND AVENUE 10314",-74.1481845,40.6243659
"13576","230 EAST    9 STREET 10003",-73.9881867,40.729377
"13577","504 FRANKLIN AVE 11238",-73.9559829,40.6815381
"13578","1542 GATES AVE 11237",-73.9122668,40.6991957
"13579","521 E 149TH ST 10455",-73.9143647,40.8151066
"13580","1776 EASTCHESTER RD 10461",-73.8425364,40.8493385
"13581","745 7 AVENUE 10019",-73.9829537,40.7605607
"13582","167 WEST   74 STREET 10023",-73.9803234,40.779967
"13583","8501 NORTHERN BOULEVARD 11372",-73.8824881,40.7561577
"13584","139 BROADWAY 11211",-73.96335,40.7105502
"13585","215 E 170TH ST 10456",-73.9129265,40.8386649
"13586","9202 3 AVENUE 11209",-74.0331186,40.619268
"13587","738 FOREST AVENUE 10310",-74.1139822,40.6292018
"13588","1171 2 AVENUE 10065",-73.9633708,40.7623719
"13589","150 DYCKMAN STREET 10040",-73.9260653,40.8631039
"13590","733 2 AVENUE 10016",-73.9737429,40.7482296
"13591","104 DYCKMAN STREET 10040",-73.9251935,40.861827
"13592","811 53RD ST 11220",-74.00491,40.639378
"13593","3204B 30TH AVE 11102",-73.920497,40.7662657
"13594","791 9TH AVE 10019",-73.9880256,40.7652619
"13595","3335 FULTON STREET 11208",-73.8725994,40.6837332
"13596","1589 1ST AVE 10028",-73.9511767,40.7748041
"13597","314 EAST  194 STREET 10458",-73.8917473,40.8642718
"13598","365 SMITH STREET 11231",-73.9954363,40.6791678
"13599","284 7 AVENUE 11215",-73.9805153,40.6685832
"13600","24 MURRAY STREET 10007",-74.0085655,40.7136776
"13601","3341 BROADWAY 10031",-73.9553624,40.8204466
"13602","41-05 NORTHERN BLVD 11101",-73.9225399,40.7530139
"13603","1483 FULTON ST 11216",-73.9419752,40.6801601
"13604","1014 LONGWOOD AVENUE 10459",-73.8967722,40.8166511
"13605","52-27 69 STREET 11378",-73.895574,40.7328044
"13606","12701 MERRICK BOULEVARD 11434",-73.7655268,40.6816601
"13607","7020 35TH AVE 11372",-73.8949982,40.7507059
"13608","52 COURT STREET 11201",-73.9913623,40.692308
"13609","2641 JEROME AVENUE 10468",-73.8981918,40.8669953
"13610","103 AVENUE B 10009",-73.9812046,40.7247188
"13611","150 PRINCE STREET 10012",-74.0011515,40.7257961
"13612","25601 HILLSIDE AVE 11004",-73.7118561,40.7367869
"13613","819 PENNSYLVANIA AVENUE 11207",-73.88966,40.6578522
"13614","219 1 AVENUE 10003",-73.9832469,40.7308591
"13615","1827 2 AVENUE 10128",-73.9480007,40.7834523
"13616","48 WEST   21 STREET 10010",-73.9929175,40.7410469
"13617","880 3 AVENUE 10022",-73.9696273,40.7580347
"13618","120 LAFAYETTE ST 10013",-74.0004938,40.718724
"13619","507 3RD AVE 10016",-73.9777436,40.7457678
"13620","485 AMSTERDAM AVENUE 10024",-73.9759783,40.7858336
"13621","705 FLATBUSH AVE 11225",-73.959599,40.655949
"13622","5786 MOSHOLU AVE 10471",-73.8978264,40.9052874
"13623","916 CLARKSON AVENUE 11203",-73.9275346,40.6566726
"13624","680 CARY AVE 10310",-74.1245886,40.6316391
"13625","18 BEDFORD AVENUE 11222",-73.951628,40.7237217
"13626","571 LORIMER STREET 11211",-73.9495935,40.7139248
"13627","11905 METROPOLITAN AVENUE 11415",-73.831461,40.706283
"13628","14922 41ST AVE 11355",-73.8148918,40.7620515
"13629","102 LEXINGTON AVE 10016",-73.9830072,40.7422627
"13630","2865 RICHMOND AVE 10314",-74.1696294,40.5770016
"13631","3323 AVENUE N 11234",-73.9414655,40.6178264
"13632","55 BAYARD STREET 10013",-73.9978202,40.7152074
"13633","466 HUDSON ST 10014",-74.0063875,40.7318541
"13634","34 CITY ISLAND AVE 10464",-73.7831254,40.8386404
"13635","17661 UNION TPKE 11366",-73.7912296,40.7261295
"13636","7417 METROPOLITAN AVE 11379",-73.8775621,40.7131043
"13637","603 VANDERBILT AVENUE 11238",-73.967978,40.6792487
"13638","381 7TH AVE 11215",-73.9826163,40.6652846
"13639","10422 NORTHERN BOULEVARD 11368",-73.8637843,40.7574466
"13640","129 MULBERRY STREET 10013",-73.9979726,40.7183294
"13641","7074 KISSENA BLVD 11367",-73.815284,40.729916
"13642","760 ORIENTAL BOULEVARD 11235",-73.9472766,40.5775386
"13643","4759B WHITE PLAINS ROAD 10470",-73.8497782,40.9050431
"13644","80 ST MARKS PLACE 10003",-73.9858391,40.727506
"13645","14507 ROCKAWAY BOULEVARD 11436",-73.7932608,40.673836
"13646","6526 METROPOLITAN AVE 11379",-73.89528,40.7123104
"13647","4202 30TH AVE 11103",-73.9133542,40.7629663
"13648","1159 3 AVENUE 10065",-73.9625052,40.7668083
"13649","708 W 177TH ST 10033",-73.9388643,40.8475419
"13650","14209 FARMERS BLVD 11434",-73.7652557,40.669983
"13651","4514 162 STREET 11358",-73.8047658,40.7559818
"13652","30 BROAD STREET 10004",-74.011544,40.706108
"13653","1509 LEXINGTON AVENUE 10029",-73.9500062,40.7867285
"13654","618 AMSTERDAM AVE 10024",-73.9735141,40.7901608
"13655","TERMINAL 1 JFK INT'L AIRPORT 11430",-73.7869581,40.6455447
"13656","1201 SURF AVENUE 11224",-73.9798129,40.5757419
"13657","579 AVENUE OF THE AMERICAS 10011",-73.9960282,40.7390255
"13658","11633 QUEENS BLVD 11375",-73.8326116,40.7159258
"13659","66 AVENUE C 10009",-73.9796373,40.7225684
"13660","393 CLASSON AVE 11238",-73.9596269,40.687632
"13661","630 WEST 168 STREET 10032",-73.9411973,40.8410971
"13662","8801 QUEENS BOULEVARD 11373",-73.8747611,40.7353074
"13663","12920 LIBERTY AVENUE 11419",-73.815453,40.689328
"13664","126 WEST   13 STREET 10011",-73.9986611,40.7370515
"13665","1756 E 174TH ST 10472",-73.8692656,40.8346513
"13666","3009 MIDDLETOWN ROAD 10461",-73.8300877,40.8441572
"13667","132 EAST   56 STREET 10022",-73.9700904,40.7603114
"13668","3617 EAST TREMONT AVENUE 10465",-73.8240582,40.8287
"13669","134 WEST   29 STREET 10001",-73.9917766,40.7471514
"13670","716 7TH AVE 10036",-73.9845137,40.7597606
"13671","1111 Pennsylvania Ave 11207",-73.8866261,40.6539376
"13672","8615 LEFFERTS BLVD 11418",-73.8312453,40.7007598
"13673","241 SULLIVAN STREET 10012",-73.9993408,40.7298997
"13674","250 WYCKOFF AVE 11237",-73.913121,40.70038
"13675","39 JOHN STREET 10038",-74.0081372,40.7094669
"13676","2341 86TH ST 11214",-73.9903841,40.6002169
"13677","1090 MADISON AVENUE 10028",-73.9609879,40.778213
"13678","2507 QUEENS PLZ N 11101",-73.9395929,40.7510523
"13679","1391 WEBSTER AVE 10456",-73.9077937,40.8362208
"13680","589 1ST AVE 10016",-73.9739303,40.7436256
"13681","60 EAST   65 STREET 10065",-73.9677689,40.7666933
"13682","4012 GREENPOINT AVENUE 11104",-73.9246334,40.7395416
"13683","6303 8TH AVE 11220",-74.0113803,40.6333497
"13684","123 ALLEN ST 10002",-73.990415,40.71985
"13685","251 EAST HOUSTON STREET 10002",-73.9853325,40.7216872
"13686","94 GRAHAM AVENUE 11206",-73.9424413,40.7043878
"13687","16116 NORTHERN BLVD 11358",-73.804259,40.762147
"13688","311 BROADWAY 10007",-74.0054553,40.7156648
"13689","3419 STEINWAY STREET 11101",-73.9210518,40.7559705
"13690","365 3RD AVE 10016",-73.9812369,40.740878
"13691","319 WEST   51 STREET 10019",-73.9865257,40.763468
"13692","775 FRANKLIN AVE 11238",-73.957097,40.672215
"13693","3139 EAST TREMONT AVENUE 10461",-73.8344941,40.8380223
"13694","16558 BAISLEY BLVD 11434",-73.7760837,40.6782006
"13695","1445 OLMSTEAD AVE 10462",-73.8551958,40.8356997
"13696","2834 COLUMBIA PLACE 11201",-73.998988,40.692337
"13697","6131 ROOSEVELT AVE 11377",-73.9031161,40.7457287
"13698","0 INSIDE CENTRAL PARK/LASKER RINK 10065",-73.9549479,40.7961314
"13699","2166 BATH AVE 11214",-73.9978322,40.5985843
"13700","8324 3RD AVE 11209",-74.0305285,40.6251609
"13701","2294 BEDFORD AVENUE 11226",-73.9560095,40.6477533
"13702","3036 WESTCHESTER AVENUE 10461",-73.8310924,40.8476756
"13703","65626564 FRESH MEADOW LANE 11365",-73.7972539,40.7405664
"13704","2536 JACKSON AVENUE 11101",-73.9424435,40.7468029
"13705","330 WEST 46 STREET 10036",-73.9892498,40.7601055
"13706","138 WEST   72 STREET 10023",-73.9803604,40.7777637
"13707","5424 CHURCH AVENUE 11203",-73.9257715,40.652423
"13708","113 MACDOUGAL STREET 10012",-74.0007368,40.7299987
"13709","308 E 141ST ST 10454",-73.9246645,40.81222
"13710","1875 NOSTRAND AVENUE 11226",-73.9480495,40.6398755
"13711","318 KINGS HWY 11223",-73.9785504,40.604762
"13712","757 BROADWAY 10003",-73.9925795,40.7308572
"13713","54 W 39TH ST 10018",-73.9847682,40.7523955
"13714","1585 2 AVENUE 10028",-73.9537455,40.775547
"13715","45-37C BELL BOULEVARD 11361",-73.768428,40.759313
"13716","2528 BROADWAY 10025",-73.9719843,40.7934623
"13717","505 EAST    6 STREET 10009",-73.9833833,40.7253992
"13718","133 W 3RD ST 10012",-74.0007236,40.7309706
"13719","4512 23RD ST 11101",-73.9456747,40.7465882
"13720","156-05 45TH AVE 11355",-73.8098867,40.7569052
"13721","7 9 STREET 11231",-73.9973581,40.6746533
"13722","4911 VERNON BOULEVARD 11101",-73.953694,40.7429739
"13723","14419 NORTHERN BOULEVARD 11354",-73.8227612,40.7649941
"13724","540 PARK AVENUE 10065",-73.9691467,40.764497
"13725","334 E GUN HILL RD 10467",-73.8732772,40.878589
"13726","4738 VERNON BOULEVARD 11101",-73.9537967,40.7444777
"13727","8949 BAY PARKWAY 11214",-74.0005579,40.5953468
"13728","113 LEXINGTON AVE 10016",-73.9824002,40.7424063
"13729","444 KNICKERBOCKER AVE 11237",-73.9191416,40.6990753
"13730","30 W 46TH ST 10036",-73.98063,40.756473
"13731","58 WEST 36 STREET 10018",-73.9859237,40.7504789
"13732","304 PARK AVENUE SOUTH 10010",-73.9868082,40.7400682
"13733","258 BUFFALO AVE 11213",-73.9255713,40.6700105
"13734","156 DELANCEY ST 10002",-73.9860442,40.7181468
"13735","911 MAIDEN LN 10038",-74.0075748,40.7073923
"13736","221 DYCKMAN STREET 10034",-73.9274172,40.8659948
"13737","21854 HEMPSTEAD AVENUE 11429",-73.736292,40.713213
"13738","2255 31 STREET 11105",-73.911866,40.774797
"13739","9240C GUY R BREWER BLVD 11433",-73.7964833,40.7034826
"13740","2608 HOYT AVE S 11102",-73.920757,40.772171
"13741","18 BEAVER STREET 10004",-74.0123928,40.7048111
"13742","521 WEST   57 STREET 10019",-73.9895993,40.7699403
"13743","4277 KATONAH AVE 10470",-73.8675389,40.8977829
"13744","2423 ARTHUR AVE 10458",-73.88732,40.856271
"13745","6003 7TH AVE 11220",-74.0117351,40.6365405
"13746","1070 JACKSON AVE 11101",-73.9520269,40.7426386
"13747","13 ST MARKS PLACE 10003",-73.9889219,40.7293891
"13748","6319 AMBOY RD 10309",-74.2162672,40.5234009
"13749","50 COMMERCE ST 10014",-74.0057019,40.7313627
"13750","2734 JEROME AVE 10468",-73.8958521,40.8689487
"13751","639 3 AVENUE 10017",-73.9745971,40.7501862
"13752","4105 150 STREET 11355",-73.8136906,40.7626003
"13753","2200 WHITE PLAINS RD 10467",-73.8672952,40.8579768
"13754","267 7 AVENUE 11215",-73.9796944,40.6687284
"13755","95 MACDOUGAL STREET 10012",-74.0011232,40.7295261
"13756","256 E 125TH ST 10035",-73.9340869,40.8027079
"13757","1358 PENNSYLVANIA AVENUE 11239",-73.8831292,40.6468766
"13758","4410 FT HAMILTON PARKWAY 11219",-73.9945874,40.6407156
"13759","166 KINGS HIGHWAY 11223",-73.9852799,40.6055046
"13760","7309 3RD AVE 11209",-74.027071,40.632445
"13761","934C E 163RD ST 10459",-73.8966172,40.8206682
"13762","13 ESSEX ST 10002",-73.990259,40.715183
"13763","149-09 UNION TPKE 11367",-73.8135166,40.718924
"13764","1114 DEKALB AVE 11221",-73.9299438,40.6937439
"13765","855 EAST  180 STREET 10460",-73.8835059,40.8456604
"13766","1462 2ND AVENUE 10075",-73.9559804,40.771569
"13767","10543 64TH RD 11375",-73.8497605,40.7323333
"13768","1649 PARK AVENUE 10035",-73.9426179,40.7997213
"13769","3810 NOSTRAND AVENUE 11235",-73.9403541,40.5910032
"13770","5174 KINGS PLAZA MALL 11234",-73.9208383,40.6413488
"13771","157 WEST  231 STREET 10463",-73.902961,40.878459
"13772","240 WEST   56 STREET 10019",-73.9829296,40.7656519
"13773","2822 CONEY ISLAND AVENUE 11235",-73.9606894,40.5877843
"13774","374 5TH AVE 11215",-73.9847934,40.6713547
"13775","2057 ADAM CLAYTON POWELL JR BLVD 10027",-73.949019,40.8074114
"13776","160-42 WILLETS POINT BOULEVARD 11357",-73.8020698,40.7805701
"13777","155 AVE B 10009",-73.979792,40.7266432
"13778","1728 NOSTRAND AVE 11226",-73.9489861,40.6438506
"13779","793 UTICA AVENUE 11203",-73.9304147,40.6540668
"13780","5578 BROADWAY 10463",-73.9044863,40.8789689
"13781","446A Mother Gaston Blvd 11212",-73.9066413,40.668128
"13782","417 PROSPECT PL 11238",-73.9626687,40.6764978
"13783","17944 HILLSIDE AVENUE 11432",-73.7827852,40.7126304
"13784","140 5 AVENUE 11217",-73.9792246,40.6786299
"13785","354 EAST   84 STREET 10028",-73.9507765,40.775633
"13786","7010 88TH ST 11385",-73.8647059,40.7103962
"13787","835 E 152ND ST 10455",-73.9041229,40.8153557
"13788","11102 SUTPHIN BLVD 11435",-73.7957722,40.6882589
"13789","8777 PARSONS BOULEVARD 11432",-73.8022353,40.7072885
"13790","2353 8 AVENUE 10027",-73.950847,40.8111455
"13791","4214 GREENPOINT AVE 11104",-73.9226163,40.7404853
"13792","111113 GREENWICH AVENUE 10014",-74.0011067,40.7365117
"13793","3 MADISON ST 10038",-74.0004911,40.7117266
"13794","712 3 AVENUE 10017",-73.9733874,40.7525325
"13795","937 8 AVENUE 10019",-73.9838669,40.7658121
"13796","1133 BROADWAY 10010",-73.9894083,40.7436986
