"","address1","lon","lat"
"1121","178 LUDLOW ST 10002",-73.987299,40.7216882
"1122","127 ORCHARD ST 10002",-73.9896801,40.7196639
"1123","1050 FORBELL STREET 11256",-73.862974,40.663639
"1124","1024 ROSSVILLE AVENUE 10309",-74.2123306,40.5517194
"1125","527 MYRTLE AVENUE 11205",-73.9636219,40.6938743
"1126","71 7TH AVE 11217",-73.9746828,40.6751675
"1127","425 LEXINGTON AVENUE 10017",-73.9749494,40.7522669
"1128","9413 AVENUE L 11236",-73.8973897,40.6376389
"1129","294 3 AVENUE 10010",-73.9835473,40.7387135
"1130","30 VANDAM ST 10013",-74.0050136,40.7261422
"1131","13677 41ST AVE 11355",-73.826773,40.7593665
"1132","626 10 AVENUE 10036",-73.9940866,40.7611108
"1133","4205 235 STREET 11363",-73.7484891,40.7683973
"1134","152 E 33RD ST 10016",-73.979523,40.7453109
"1135","341 SAINT NICHOLAS AVE 11385",-73.9092471,40.700967
"1136","215 E 167TH ST 10456",-73.9159607,40.8341996
"1137","6423 BROADWAY 11377",-73.897739,40.749603
"1138","10022 67TH AVE 11374",-73.8528757,40.7271987
"1139","200 HUGUENOT AVENUE 10312",-74.206075,40.5505978
"1140","5 WALKER ST 10302",-74.140592,40.629874
"1141","810 STUYVESANT STREET 10003",-73.9880663,40.7299553
"1142","162 THROOP AVENUE 11206",-73.9445154,40.6995438
"1143","80 DELANCEY STREET 10002",-73.9898599,40.719354
"1144","2567 STEINWAY STREET 11103",-73.9127954,40.7661701
"1145","11601 101ST AVE 11419",-73.828378,40.689515
"1146","1230 CASTLE HILL AVE 10462",-73.8509249,40.8327846
"1147","263 1 AVENUE 10003",-73.9821715,40.7323411
"1148","775 WOODWARD AVE 11385",-73.9038948,40.7040647
"1149","137 SULLIVAN ST 10012",-74.0018224,40.7268036
"1150","16405 89TH AVE 11432",-73.7967963,40.7075406
"1151","1000 MADISON AVENUE 10075",-73.9629886,40.7754159
"1152","2174 WHITE PLAINS RD 10462",-73.8671983,40.8556147
"1153","3703 74TH ST 11372",-73.8916373,40.7487977
"1154","281 WEST FORDHAM ROAD 10468",-73.9116584,40.8620612
"1155","1111 1ST AVE 10065",-73.9614051,40.760872
"1156","4530 BELL BLVD 11361",-73.7691953,40.7593788
"1157","965 JEWETT AVE 10314",-74.1305854,40.6128341
"1158","10113 NORTHERN BLVD 11368",-73.8668667,40.7577418
"1159","379 3RD AVE 10016",-73.9809692,40.741423
"1160","41 E 11TH ST 10003",-73.9928068,40.7332744
"1161","701 SENECA AVE 11385",-73.9074253,40.7028493
"1162","375 GREENWICH STREET 10013",-74.009899,40.7196079
"1163","647 4 AVENUE 11232",-73.9945745,40.6633337
"1164","8263 BROADWAY 11373",-73.8809554,40.7420628
"1165","415 SECOND AVENUE 10010",-73.9807581,40.7384515
"1166","14406 NORTHERN BLVD 11354",-73.8229343,40.7646598
"1167","2465 E TREMONT AVE 10461",-73.851095,40.84294
"1168","1588 YORK AVE 10028",-73.948006,40.774283
"1169","2571 FRANCIS LEWIS BLVD 11358",-73.7959885,40.773462
"1170","87 STUYVESANT PLACE 10301",-74.0775165,40.643984
"1171","22 EAST   21 STREET 10010",-73.9891375,40.7394374
"1172","211 1ST AVE 10003",-73.9834846,40.730551
"1173","6913 WOODSIDE AVE 11377",-73.895083,40.742796
"1174","3431 BOSTON ROAD 10469",-73.8494664,40.8760295
"1175","428 BERGEN ST 11217",-73.9773392,40.6816089
"1176","30 ROCKERFELLER PLAZA 10112",-73.9793374,40.7589632
"1177","3716 WHITE PLAINS RD 10467",-73.8634573,40.8818269
"1178","1766 WESTCHESTER AVENUE 10472",-73.8677589,40.8314811
"1179","417 W 47TH ST 10036",-73.9910417,40.7620951
"1180","130 WEST   46 STREET 10036",-73.9837641,40.7577951
"1181","421 AMSTERDAM AVE 10024",-73.9775697,40.7838392
"1182","392 5 AVENUE 11215",-73.9851801,40.6708217
"1183","410 W 36TH ST 10018",-73.9961634,40.7547811
"1184","883 1ST AVE 10022",-73.9667976,40.7535152
"1185","335 SMITH STREET 11231",-73.9944906,40.6804461
"1186","5701 8TH AVE 11220",-74.0076979,40.6369899
"1187","187 W. BURNSIDE AVE 10453",-73.9150746,40.8544073
"1188","778 LENOX ROAD 11203",-73.9310636,40.6551395
"1189","381 CANAL STREET 10013",-74.0045899,40.721644
"1190","219 AVENUE B 10009",-73.9782093,40.7288901
"1191","250 W 55TH ST 10019",-73.983431,40.7649476
"1192","13765 QUEENS BOULEVARD 11435",-73.8189346,40.7092953
"1193","21525 73 AVENUE 11364",-73.7585801,40.7409415
"1194","110 1ST AVE 10009",-73.9856588,40.7266355
"1195","441 METROPOLITAN AVE 11211",-73.9539053,40.7142142
"1196","1260 AMSTERDAM AVE 10027",-73.9584604,40.810944
"1197","1309 SAINT NICHOLAS AVE 10033",-73.9364836,40.845932
"1198","616 HALSEY ST 11233",-73.9295395,40.6840122
"1199","1-3 ELIZABETH STREET 10013",-73.9977102,40.7153911
"1200","4713 WHITE PLAINS ROAD 10470",-73.8500562,40.9037716
"1201","1005 2 AVENUE 10022",-73.9672615,40.7570093
"1202","1309 3 AVENUE 10021",-73.9590071,40.771503
"1203","394 METROPOLITAN AVENUE 11211",-73.9552166,40.7138306
"1204","217 BOWERY 10002",-73.9931375,40.7217003
"1205","16975 137 AVENUE 11434",-73.7704192,40.6726929
"1206","13604 NORTHERN BLVD 11354",-73.8315411,40.7627084
"1207","9742 63 ROAD 11374",-73.8593833,40.7315115
"1208","3893A BROADWAY 10032",-73.9424974,40.8377785
"1209","402 HENRY STREET 11201",-73.998013,40.6874993
"1210","10 LIBERTY STREET 10005",-74.0081376,40.707391
"1211","242 MOTT STREET 10012",-73.9947242,40.7231554
"1212","2086 CONEY ISLAND AVE 11223",-73.962131,40.606317
"1213","276 5 AVENUE 11215",-73.9822286,40.674414
"1214","4910 SKILLMAN AVE 11377",-73.9147416,40.7460578
"1215","725 3RD AVE 10017",-73.972624,40.752794
"1216","1360 WHITE PLAINS ROAD 10462",-73.8627528,40.8347611
"1217","2104 LINDEN BLVD 11207",-73.8852162,40.6607174
"1218","948 NOSTRAND AVE 11225",-73.9511695,40.6657266
"1219","8328 BROADWAY 11373",-73.879365,40.740297
"1220","1062 E GUN HILL RD 10469",-73.856857,40.87403
"1221","527 EAST  138 STREET 10454",-73.9182314,40.8074399
"1222","352 WEST   44 STREET 10036",-73.9911505,40.759259
"1223","472 FULTON STREET 11201",-73.9843215,40.6900255
"1224","34 8 AVENUE 10014",-74.0041012,40.7379259
"1225","2501 WEBSTER AVE 10458",-73.8922036,40.8612232
"1226","201 50TH AVE 11101",-73.9585074,40.7437268
"1227","2726 MERMAID AVE 11224",-73.994064,40.575342
"1228","892 WYCKOFF AVE 11237",-73.9068523,40.6969551
"1229","303 PARK AVE S 10010",-73.9858831,40.7403217
"1230","1351 SAINT JOHNS PL 11213",-73.9334221,40.6708808
"1231","1215 1 AVENUE 10065",-73.9592335,40.7638393
"1232","84-73 PARSONS BOULEVARD 11432",-73.8062845,40.712295
"1233","123 E 110TH ST 10029",-73.9451555,40.7953442
"1234","9 E 1ST ST 10003",-73.9918409,40.7245665
"1235","13104 MERRICK BOULEVARD 11434",-73.7614429,40.6793052
"1236","1 LITTLE WEST 12 STREET 10014",-74.0059282,40.7396608
"1237","18301 HORACE HARDING EXPRESSWAY 11365",-73.791185,40.74012
"1238","43 CARMINE STREET 10014",-74.0036516,40.7300864
"1239","5625 BROADWAY 10463",-73.904463,40.8799332
"1240","5705 5 AVENUE 11220",-74.0145383,40.6407798
"1241","75 WASHINGTON PLACE 10011",-73.9996827,40.7320494
"1242","1846 JEROME AVENUE 10453",-73.9112222,40.8486731
"1243","6091 54TH ST 11378",-73.910689,40.7134471
"1244","2041 1ST AVE 10029",-73.94067,40.789354
"1245","150 W 62ND ST 10023",-73.9847678,40.7716933
"1246","1020 AMSTERDAM AVENUE 10025",-73.9639642,40.8032642
"1247","2425 HYLAN BOULEVARD 10306",-74.1086699,40.5721276
"1248","440 7 AVENUE 11215",-73.9847251,40.6634789
"1249","6721 WOODSIDE AVE 11377",-73.896832,40.7431569
"1250","122 7 AVENUE 11215",-73.9762908,40.6736276
"1251","3362 BROADWAY 10031",-73.9543487,40.8204391
"1252","253 VAN BRUNT ST 11231",-74.0097407,40.6797802
"1253","3402 STEINWAY ST 11101",-73.9212923,40.756577
"1254","16404 69TH AVE 11365",-73.804652,40.7328535
"1255","6116 7TH AVE 11220",-74.0129269,40.63604
"1256","101 RIVINGTON STREET 10002",-73.988271,40.7199386
"1257","8022 37 AVENUE 11372",-73.8854891,40.7495032
"1258","4306 43 AVE 11104",-73.921485,40.7449212
"1259","269 E HOUSTON ST 10002",-73.9846749,40.7214946
"1260","3985A LACONIA AVENUE 10466",-73.8492006,40.8847246
"1261","2109 1ST AVE 10029",-73.939228,40.7913046
"1262","81 BERGEN STREET 11201",-73.9901428,40.6867136
"1263","112 DYCKMAN STREET 10040",-73.9253118,40.8619884
"1264","558 DRIGGS AVE 11211",-73.95677,40.7169773
"1265","700 8TH AVE 10001",-73.9882975,40.7587072
"1266","1140 BAY STREET 10305",-74.067414,40.615143
"1267","172 BLEECKER STREET 10012",-74.0007378,40.7287669
"1268","3705 BROADWAY 11103",-73.9202144,40.759752
"1269","214 ST ANNS AVENUE 10454",-73.9175174,40.8062551
"1270","60 UNIVERSITY PLACE 10003",-73.993894,40.732917
"1271","11616 METROPOLITAN AVE 11418",-73.8358142,40.7071811
"1272","722 4TH AVE 11232",-73.9969199,40.66184
"1273","9310 CORONA AVENUE 11373",-73.8709656,40.742398
"1274","244 UTICA AVENUE 11213",-73.9312384,40.6701914
"1275","31-01 36TH AVE 11106",-73.9294361,40.756577
"1276","3039 BUHRE AVE 10461",-73.8310993,40.84766
"1277","300 WEST   57 STREET 10019",-73.9835011,40.7666438
"1278","147 MONTAGUE ST 11201",-73.9933967,40.6947632
"1279","520 COLUMBUS AVENUE 10024",-73.9727735,40.7859871
"1280","301 PARK AVE 10022",-73.9734057,40.75652
"1281","164 N 4TH ST 11211",-73.9588662,40.7157725
"1282","219 DYCKMAN STREET 10034",-73.9273615,40.8658662
"1283","864 10 AVENUE 10019",-73.9885466,40.7688071
"1284","176 PRINCE STREET 10012",-74.0019233,40.7261754
"1285","888 10 AVENUE 10019",-73.9881405,40.769707
"1286","4346 46 STREET 11104",-73.9187961,40.7435969
"1287","5921 RIVERDALE AVENUE 10471",-73.9041718,40.9073323
"1288","113 W 10TH ST 10011",-73.9993466,40.7349006
"1289","10403 GLENWOOD RD 11236",-73.8971059,40.6487896
"1290","8701 NORTHERN BOULEVARD 11372",-73.8806173,40.7562612
"1291","130 FRANKLIN ST 10013",-74.0066083,40.7192553
"1292","15702 NORTHERN BLVD 11354",-73.807976,40.763442
"1293","3149 CONEY ISLAND AVE 11235",-73.9594489,40.5792967
"1294","736 10TH AVE 10019",-73.9914339,40.7647761
"1295","3610 GREENPOINT AVENUE 11101",-73.9295391,40.7375105
"1296","3815 DYRE AVE 10466",-73.8315849,40.8882206
"1297","437 GRAHAM AVENUE 11211",-73.9452203,40.718227
"1298","255 WEST   43 STREET 10036",-73.9885422,40.757822
"1299","9250 59TH AVE 11373",-73.8673955,40.7343331
"1300","1743 LEXINGTON AVENUE 10029",-73.9449426,40.7937181
"1301","101 SHERMAN AVE 10034",-73.9253163,40.8636126
"1302","89 GUYON AVENUE 10306",-74.127704,40.564994
"1303","99 ROGERS AVE 11216",-73.9527238,40.6742826
"1304","1 NEW YORK PLZ 10004",-74.0118801,40.7020841
"1305","9425 37TH AVE 11372",-73.8724241,40.751133
"1306","754 9 AVENUE 10019",-73.9883217,40.7638338
"1307","3746 3RD AVE 10456",-73.9023986,40.836125
"1308","1621 CHURCH AVE 11226",-73.9643413,40.6491205
"1309","2911 23 AVENUE 11105",-73.913251,40.774977
"1310","2508 HYLAN BLVD 10306",-74.1094386,40.5699547
"1311","1411 MADISON AVE 10029",-73.953061,40.788252
"1312","1611 ST NICHOLAS AVENUE 10040",-73.9294671,40.8551683
"1313","126 MACDOUGAL ST 10012",-74.0002154,40.7299757
"1314","9312 LIBERTY AVE 11417",-73.8453055,40.6800226
"1315","13520 39 AVENUE 11354",-87.853399,42.5106879
"1316","816 BROADWAY 11206",-73.9398012,40.6993041
"1317","1823 ASTORIA BLVD 11102",-73.9266098,40.7723917
"1318","158 DELANCEY ST 10002",-73.9859252,40.7181129
"1319","141 WEST   38 STREET 10018",-73.9879785,40.7533125
"1320","1568 2 AVENUE 10028",-73.9536519,40.7748084
"1321","864 BEDFORD AVE 11205",-73.956592,40.695232
"1322","1032 CONEY ISLAND AVENUE 11230",-73.9670657,40.6323824
"1323","205 WEST   29 STREET 10001",-73.9933012,40.7482087
"1324","105 AVENUE A 10009",-73.9839278,40.725933
"1325","795 COLUMBUS AVE 10025",-73.9659743,40.794327
"1326","12710 LIBERTY AVE 11419",-73.817408,40.688595
"1327","15 WILLIAM ST 10005",-74.0102724,40.7053263
"1328","225 47TH ST 11220",-74.0141037,40.6503544
"1329","1150 CARROLL ST 11225",-73.9522379,40.6668222
"1330","148 WEST   72 STREET 10023",-73.9806672,40.7778997
"1331","105 WEST   13 STREET 10011",-73.9976575,40.7369605
"1332","8505 WHITNEY AVENUE 11373",-73.880043,40.7415019
"1333","139 WEST   33 STREET 10001",-73.9899845,40.7500936
"1334","2273 31 STREET 11105",-73.9123338,40.7744498
"1335","5401 5 AVENUE 11220",-74.0125539,40.6426471
"1336","11016 MERRICK BLVD 11433",-73.782755,40.695506
"1337","325 CHURCH STREET 10013",-74.0035747,40.720104
"1338","245 E 14TH ST 10003",-73.9851719,40.7326654
"1339","105 READE STREET 10013",-74.008493,40.715618
"1340","75 HOYT ST 11201",-73.9867291,40.688178
"1341","1306 UNIONPORT ROAD 10462",-73.8535703,40.8344899
"1342","208 LIVINGSTON ST 11201",-73.985988,40.689476
"1343","2588 BROADWAY 10025",-73.9707432,40.7955865
"1344","17951 HILLSIDE AVE 11432",-73.7828473,40.7131145
"1345","183 PORT RICHMOND AVE 10302",-74.1339565,40.6367718
"1346","5840 AMBOY ROAD 10309",-74.2019756,40.5257808
"1347","1947 BATH AVE 11214",-74.0020594,40.6019416
"1348","387 JAY STREET 11201",-73.9870723,40.691976
"1349","1248 CASTLE HILL AVENUE 10462",-73.851028,40.8332854
"1350","22401 MERRICK BLVD 11413",-73.745218,40.678038
"1351","620 ATLANTIC AVENUE 11217",-73.9752822,40.6826571
"1352","185 ORCHARD ST 10002",-73.98847,40.722071
"1353","131 WEST    3 STREET 10012",-74.0006335,40.7309369
"1354","3414 JEROME AVE 10467",-73.883066,40.8811488
"1355","183 HESTER ST 10013",-73.9974159,40.7181288
"1356","579 FLATBUSH AVENUE 11225",-73.960237,40.6593343
"1357","3405 30TH AVE 11103",-73.9185794,40.7658315
"1358","201 FIRST AVE 10003",-73.9836168,40.7303067
"1359","1325 5TH AVE 10029",-73.948168,40.7976239
"1360","1000S 8th Avenue 10019",-73.9830144,40.7671243
"1361","259 WEST   19 STREET 10011",-73.9995099,40.7427162
"1362","292 BEDFORD AVENUE 11249",-73.9615859,40.7143927
"1363","415 UNION STREET 11231",-73.9915192,40.6808862
"1364","106 GREENWICH STREET 10006",-74.0136127,40.7085336
"1365","167 EAST   33 STREET 10016",-73.9789761,40.7454193
"1366","553 EAST  138 STREET 10454",-73.9175124,40.8070801
"1367","513 GRAND ST 11211",-73.9506483,40.7111817
"1368","496 6TH AVE 10011",-73.9972871,40.7362556
"1369","89 E 42ND ST 10017",-73.9773022,40.7524961
"1370","1114 NOSTRAND AVENUE 11225",-73.9509976,40.6606248
"1371","9015 QUEENS BLVD 11373",-73.8704971,40.7344589
"1372","274 BROADWAY 11211",-73.9590096,40.7085823
"1373","3 EAST   44 STREET 10017",-73.9791731,40.7546861
"1374","239 GRAND ST 10002",-73.9945592,40.7182597
"1375","7002 34 AVENUE 11372",-73.8958229,40.752156
"1376","2521 WEBSTER AVENUE 10458",-73.8917762,40.8615844
"1377","463 LEXINGTON AVENUE 10017",-73.9742973,40.7534636
"1378","687 LEXINGTON AVE 10022",-73.9691078,40.7604787
"1379","1009 BROADWAY 11221",-73.9330907,40.6960717
"1380","123 MULBERRY STREET 10013",-73.9982453,40.7179447
"1381","757 FULTON STREET 11217",-73.9741653,40.6864286
"1382","1806 MC DONALD AVENUE 11223",-73.9732461,40.6086286
"1383","1888 WESTCHESTER AVENUE 10472",-73.8617268,40.8325203
"1384","152 METROPOLITAN AVENUE 11249",-73.9621765,40.7158685
"1385","8901 165 STREET 11432",-73.795637,40.707553
"1386","3920 BROADWAY 10032",-73.9411675,40.8384627
"1387","14906 41ST AVE 11355",-73.815365,40.7619173
"1388","0 E 72ST CENTRAL PK DRIVE NORTH 10022",NA,NA
"1389","3399 JEROME AVE 10467",-73.8838297,40.8807838
"1390","1650 BEDFORD AVE 11225",-73.9580807,40.6663495
"1391","133 E 45TH ST 10017",-73.9741316,40.7533239
"1392","518 9 AVENUE 10018",-73.9939313,40.7562536
"1393","121 ST NICHOLAS AVENUE 10026",-73.9530495,40.8036835
"1394","1749 UNIVERSITY AVENUE 10453",-73.9160855,40.8501526
"1395","85 5 AVENUE 11217",-73.9777758,40.6799864
"1396","75A 5TH AVE 11217",-73.9775331,40.6803753
"1397","253 EAST  149 STREET 10451",-73.9231288,40.8176743
"1398","650 WESTCHESTER AVE 10455",-73.9086002,40.8158478
"1399","4701 WHITE PLAINS ROAD 10470",-73.8504379,40.9036634
"1400","95 7 AVENUE SOUTH 10014",-74.0028447,40.7330017
"1401","690 SENECA AVE 11385",-73.9079876,40.7028034
"1402","394 BROOME ST 10013",-73.997103,40.7207546
"1403","2488 3RD AVE 10454",-73.928361,40.809843
"1404","50 5TH AVE 11217",-73.9771418,40.6816516
"1405","7225 WOODHAVEN BOULEVARD 11385",-73.8590848,40.7108699
"1406","1344 UTICA AVENUE 11203",-73.9293274,40.6396199
"1407","353 W 14TH ST 10014",-74.0046413,40.7410154
"1408","1336 BROADWAY 11221",-73.9232133,40.6898924
"1409","7206 3RD AVE 11209",-74.0271145,40.6333713
"1410","20 BATTERY PLACE 10004",-74.0175619,40.7049736
"1411","1323B AVENUE U 11229",-73.957504,40.598953
"1412","129 E 45TH ST 10017",-73.9742848,40.7533859
"1413","5908 MAIN ST 11355",-73.8259536,40.7436172
"1414","30 EAST   33 STREET 10016",-73.9829586,40.7466612
"1415","4520 SKILLMAN AVENUE 11104",-73.918193,40.746377
"1416","60 HENRY STREET 11201",-73.9923409,40.6992833
"1417","5373 ARTHUR KILL ROAD 10307",-74.2481052,40.513489
"1418","5408 AVENUE N 11234",-73.9225195,40.6190199
"1419","27 W 120TH ST 10027",-73.9473059,40.8043657
"1420","5812 8 AVENUE 11220",-74.0088894,40.6364955
"1421","349 EAST 13 STREET 10003",-73.9833605,40.7309371
"1422","13816 JAMAICA AVE 11435",-73.8147081,40.7022792
"1423","941 INTERVALE AVENUE 10459",-73.8972171,40.8212691
"1424","13520 40TH RD 11354",-73.830752,40.7584609
"1425","2229 65TH ST 11204",-73.9803846,40.6135167
"1426","36 LEXINGTON AVE 10010",-73.9845543,40.7400969
"1427","11710 ATLANTIC AVENUE 11419",-73.8291999,40.6934876
"1428","24827 JAMAICA AVENUE 11426",-73.7172438,40.726527
"1429","2915 QUEENS PLZ N 11101",-73.9377215,40.7498919
"1430","41 1ST AVE 10003",-73.9880465,40.7243091
"1431","106-61 160 STREET 11433",-73.7943404,40.697525
"1432","535 E TREMONT AVE 10457",-73.8958518,40.8468137
"1433","1427 150 STREET 11357",-73.8132761,40.7880986
"1434","9620 37 AVENUE 11368",-73.8699627,40.7516177
"1435","7907 ROOSEVELT AVE 11372",-73.886386,40.747609
"1436","381 EAST  138 STREET 10454",-73.9232746,40.8095337
"1437","4424 16TH AVE 11204",-73.983328,40.633545
"1438","1501 PITKIN AVE 11212",-73.9178721,40.6689749
"1439","255 KINGSTON AVE 11213",-73.9418468,40.6709567
"1440","13621 37TH AVE 11354",-73.830377,40.7619946
"1441","6725 MAIN ST 11367",-73.8249994,40.7335731
"1442","3861 NOSTRAND AVENUE 11235",-73.9395549,40.5898376
"1443","4618 8 AVENUE 11220",-74.0019705,40.6430298
"1444","475 DRIGGS AVE 11211",-73.9540521,40.7189535
"1445","596 GRAND CONCOURSE 10451",-73.9263192,40.8196491
"1446","7218 18 AVENUE 11204",-73.9948106,40.6148476
"1447","2060 ACP JR BLVD 10027",NA,NA
"1448","736 LINDEN BOULEVARD 11203",-73.9308999,40.6534402
"1449","89-29 130TH STREET 11418",-73.8205386,40.6990457
"1450","26 MURRAY STREET 10007",-74.0087056,40.7136113
"1451","2724 JACKSON AVENUE 11101",-73.9401446,40.7476172
"1452","1474 BROADWAY 11221",-73.9185756,40.6872812
"1453","14701 LIBERTY AVE 11435",-73.8045746,40.6964878
"1454","296 GRAND STREET 11211",-73.9575619,40.7128553
"1455","16034 NORTHERN BOULEVARD 11358",-73.8051641,40.7627636
"1456","3912 UNION STREET 11354",-73.8268925,40.7607315
"1457","2307 STEINWAY ST 11105",-73.9082913,40.7706167
"1458","103 EAST  125 STREET 10035",-73.9387069,40.8050869
"1459","8521 18 AVENUE 11214",-74.0022627,40.6073025
"1460","661 WASHINGTON AVENUE 11238",-73.963464,40.6773675
"1461","9304 LIBERTY AVE 11417",-73.8455557,40.6800692
"1462","891 8 AVENUE 10019",-73.9849363,40.7644561
"1463","3151 STEINWAY STREET 11103",-73.9178906,40.7599191
"1464","187 BEDFORD AVENUE 11211",-73.957694,40.7175485
"1465","13204 LIBERTY AVE 11419",-73.81375,40.690482
"1466","4131 QUEENS BLVD 11104",-73.9225332,40.7439419
"1467","459 BUSHWICK AVE 11206",-73.9366412,40.7017348
"1468","280 ST NICHOLAS AVENUE 10027",-73.9527649,40.8101402
"1469","10009 ASTORIA BOULEVARD 11369",-73.8688859,40.7621479
"1470","23114 MERRICK BLVD 11413",-73.7390559,40.675487
"1471","1473 WESTCHESTER AVE 10472",-73.8812785,40.8286443
"1472","337 EAST   10 STREET 10009",-73.980247,40.7271558
"1473","5 EAST  208 STREET 10467",-73.8830588,40.8806758
"1474","247 WEST   72 STREET 10023",-73.983302,40.7795794
"1475","542 3RD AVE 10016",-73.977402,40.747221
"1476","114 E 32ND ST 10016",-73.9816202,40.7453037
"1477","566 10TH AVE 10036",-73.9955605,40.7590813
"1478","7214 3 AVENUE 11209",-74.0272893,40.6331896
"1479","4537 BELL BOULEVARD 11361",-73.768428,40.759313
"1480","891 BEDFORD AVE 11205",-73.955566,40.693421
"1481","210 SPRING STREET 10012",-74.0038433,40.7253089
"1482","61 DELANCY STREET 10002",-73.9908628,40.719099
"1483","118-19 LIBERTY AVENUE 11419",-73.8244341,40.6863516
"1484","61 CHURCH AVENUE 11218",-73.980977,40.6423614
"1485","338342 EAST   11 STREET 10003",-73.9894076,40.7316625
"1486","6619 BEACH CHANNEL DRIVE 11692",-73.7959384,40.5927054
"1487","84 ELDRIDGE ST 10002",-73.992322,40.7171054
"1488","1761 BATH AVE 11214",-74.0064187,40.6042509
"1489","17649 UNION TURNPIKE 11366",-73.7915163,40.7261806
"1490","143 CHRISTOPHER STREET 10014",-74.0077958,40.7329613
"1491","140 WILSON AVE 11237",-73.925855,40.700486
"1492","194 5 AVE 11217",-73.980347,40.6769302
"1493","950 3 AVENUE 11232",-74.0068949,40.6556606
"1494","452 5TH AVE 11215",-73.9867848,40.6690315
"1495","95 WATER ST 10304",-74.077256,40.627201
"1496","615 1/2 HUDSON ST 10014",-74.0059177,40.7378973
"1497","547 LENOX AVE 10037",-73.9397692,40.8157295
"1498","439 CRESCENT ST 11208",-73.8704007,40.6780047
"1499","1131 MADISON AVENUE 10028",-73.9593889,40.779726
"1500","163 PARK AVENUE 11205",-73.9729553,40.6964204
"1501","1155 SUTTER AVENUE 11208",-73.8753348,40.6724804
"1502","2230 GRAND CONCOURSE 10457",-73.9002355,40.8561134
"1503","1862 NOSTRAND AVE 11226",-73.9486339,40.6402171
"1504","2843 GRAND CONCOURSE 10468",-73.8914776,40.8702143
"1505","345 ADAMS ST 11201",-73.9884442,40.692723
"1506","518 COLUMBUS AVENUE 10024",-73.9729818,40.7857781
"1507","3847 NOSTRAND AVENUE 11235",-73.9392495,40.5900432
"1508","973 2ND AVE 10022",-73.9680565,40.7559383
"1509","122 EAST   27 STREET 10016",-73.983681,40.742097
"1510","3738 RIVERDALE AVENUE 10463",-73.9070293,40.8876856
"1511","13406 JAMAICA AVENUE 11418",-73.8184014,40.7022175
"1512","3191 STEINWAY STREET 11103",-73.9186232,40.7590854
"1513","388 3RD AVE 10016",-73.9812102,40.7419079
"1514","1450 2ND AVE 10021",-73.9564384,40.7711
"1515","889 HUNTS POINT AVENUE 10474",-73.8895737,40.8188885
"1516","2159 44TH DR 11101",-73.9451448,40.7479311
"1517","127 JOHN STREET 10038",-74.004762,40.707361
"1518","3910 BROADWAY 10032",-73.9414519,40.8381598
"1519","1401 67TH ST 11219",-74.0001581,40.6234821
"1520","1758 NOSTRAND AVENUE 11226",-73.949016,40.642926
"1521","400 WEST   23 STREET 10011",-74.0017419,40.7464223
"1522","205 WEST   14 STREET 10011",-73.9998882,40.7389086
"1523","129 ELMWOOD AVENUE 11230",-73.9760407,40.627049
"1524","131-39 41ST AVE 11355",-73.8348067,40.7556449
"1525","8610 37TH AVE 11372",-73.8799508,40.7500348
"1526","25513 NORTHERN BLVD 11362",-73.7343166,40.7723859
"1527","3850 NOSTRAND AVE 11235",-73.9401762,40.5900227
"1528","42 EAST   20 STREET 10003",-73.9884185,40.738427
"1529","15 VANDAM STREET 10013",-74.0043586,40.7265382
"1530","1159 3RD AVE 10065",-73.9625052,40.7668083
"1531","6722 ROOSEVELT AVENUE 11377",-73.8973177,40.7460452
"1532","8315 NORTHERN BOULEVARD 11372",-73.8838532,40.7560052
"1533","6 WEST   33 STREET 10001",-73.9857111,40.7479328
"1534","935 CASTLE HILL AVE 10473",-73.850055,40.8262822
"1535","1668 3RD AVE 10128",-73.950844,40.783674
"1536","135 WOODPOINT ROAD 11211",-73.9411404,40.7174487
"1537","570 2 AVENUE 10016",-73.9767193,40.7428896
"1538","11815 QUEENS BLVD 11375",-73.8316407,40.7151078
"1539","722 KINGS HWY 11223",-73.9648848,40.6061687
"1540","204 MALCOLM X BLVD 11221",-73.9299639,40.6864669
"1541","1288 AMSTERDAM AVE 10027",-73.9575132,40.8116805
"1542","299 MARCUS GARVEY BLVD 11221",-73.9386078,40.6871185
"1543","2939 CROPSEY AVE 11214",-73.9860938,40.5834563
"1544","11072 QUEENS BLVD 11375",-73.8390773,40.7189054
"1545","1500 BROADWAY 10036",-73.9856659,40.7567877
"1546","235 NEW DORP LANE 10306",-74.114113,40.573079
"1547","126 EAST   13 STREET 10003",-73.9887423,40.7326473
"1548","325 WEST   11 STREET 10014",-74.0075131,40.7358593
"1549","273 CHURCH STREET 10013",-74.0048596,40.7184229
"1550","6418 108TH ST 11375",-73.8497766,40.7323692
"1551","2916 CRESCENT STREET 11102",-73.9250989,40.7689808
"1552","3605 30TH AVE 11103",-73.9170116,40.765023
"1553","1286 1 AVENUE 10021",-73.956951,40.765887
"1554","14945 14 AVENUE 11357",-73.81459,40.7890159
"1555","2503 30TH AVE 11102",-73.9247597,40.7686759
"1556","13933 245 STREET 11422",-96.7035452,43.8333152
"1557","1096 RUTLAND ROAD 11212",-73.9232626,40.6644183
"1558","9502 37TH AVE 11372",-73.8721981,40.7510865
"1559","1249 SUTTER AVE 11208",-73.87168,40.6730189
"1560","105-38 ROCKAWAY BLVD 11417",-73.8333051,40.678414
"1561","100 MAIDEN LANE 10038",-74.0071571,40.7066721
